ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
GO:0002683	negative regulation of immune system process	266	0.3781558267877536	1.6097666478579717	3.540183754960912e-5	0.004598073959384525	0.0038635132310331933	2796	tags=38%, list=28%, signal=28%	ENSG00000010810/ENSG00000135870/ENSG00000139644/ENSG00000139842/ENSG00000004139/ENSG00000160710/ENSG00000108946/ENSG00000145782/ENSG00000118503/ENSG00000183918/ENSG00000105329/ENSG00000092969/ENSG00000164924/ENSG00000197111/ENSG00000185728/ENSG00000108953/ENSG00000105483/ENSG00000135046/ENSG00000136536/ENSG00000141480/ENSG00000173264/ENSG00000101695/ENSG00000159377/ENSG00000170542/ENSG00000107738/ENSG00000245848/ENSG00000168685/ENSG00000135144/ENSG00000077238/ENSG00000196712/ENSG00000162032/ENSG00000105810/ENSG00000160703/ENSG00000197329/ENSG00000112851/ENSG00000123609/ENSG00000179588/ENSG00000119401/ENSG00000176994/ENSG00000197471/ENSG00000145632/ENSG00000239961/ENSG00000154127/ENSG00000122188/ENSG00000136997/ENSG00000160685/ENSG00000163565/ENSG00000019582/ENSG00000124181/ENSG00000112062/ENSG00000129968/ENSG00000123143/ENSG00000157514/ENSG00000207971/ENSG00000105426/ENSG00000198435/ENSG00000089127/ENSG00000172216/ENSG00000182621/ENSG00000131238/ENSG00000105372/ENSG00000131408/ENSG00000211997/ENSG00000253729/ENSG00000166167/ENSG00000171522/ENSG00000112679/ENSG00000173193/ENSG00000110031/ENSG00000163599/ENSG00000111331/ENSG00000073861/ENSG00000134460/ENSG00000154710/ENSG00000135148/ENSG00000110848/ENSG00000099977/ENSG00000153283/ENSG00000111913/ENSG00000165819/ENSG00000207975/ENSG00000204592/ENSG00000067955/ENSG00000145675/ENSG00000075240/ENSG00000102575/ENSG00000136141/ENSG00000175354/ENSG00000020633/ENSG00000204520/ENSG00000068903/ENSG00000127951/ENSG00000170581/ENSG00000208009/ENSG00000126368/ENSG00000175463/ENSG00000185338/ENSG00000111679/ENSG00000157500/ENSG00000147894
GO:0000122	negative regulation of transcription by RNA polymerase II	482	0.33936386968967946	1.4811093738011867	3.476075799639688e-5	0.004598073959384525	0.0038635132310331933	2888	tags=38%, list=29%, signal=28%	ENSG00000135334/ENSG00000005339/ENSG00000118922/ENSG00000265972/ENSG00000100393/ENSG00000121774/ENSG00000132646/ENSG00000147649/ENSG00000198517/ENSG00000146676/ENSG00000175197/ENSG00000141646/ENSG00000196498/ENSG00000121671/ENSG00000077463/ENSG00000105329/ENSG00000142784/ENSG00000134250/ENSG00000164924/ENSG00000170004/ENSG00000100811/ENSG00000196290/ENSG00000198911/ENSG00000180530/ENSG00000182568/ENSG00000187764/ENSG00000006712/ENSG00000100219/ENSG00000130726/ENSG00000120738/ENSG00000067066/ENSG00000181722/ENSG00000141582/ENSG00000163872/ENSG00000185129/ENSG00000196843/ENSG00000125812/ENSG00000205189/ENSG00000245848/ENSG00000115415/ENSG00000112576/ENSG00000136352/ENSG00000137575/ENSG00000104964/ENSG00000106829/ENSG00000127616/ENSG00000126804/ENSG00000124782/ENSG00000134086/ENSG00000072736/ENSG00000125107/ENSG00000124216/ENSG00000100105/ENSG00000148400/ENSG00000213762/ENSG00000105810/ENSG00000100614/ENSG00000101849/ENSG00000159388/ENSG00000119772/ENSG00000178409/ENSG00000182872/ENSG00000059728/ENSG00000180353/ENSG00000179588/ENSG00000070444/ENSG00000164576/ENSG00000196591/ENSG00000146834/ENSG00000173276/ENSG00000177383/ENSG00000138795/ENSG00000177485/ENSG00000136997/ENSG00000160685/ENSG00000163565/ENSG00000153487/ENSG00000178913/ENSG00000168264/ENSG00000179456/ENSG00000124831/ENSG00000047410/ENSG00000072401/ENSG00000119669/ENSG00000187837/ENSG00000166313/ENSG00000036257/ENSG00000080503/ENSG00000141905/ENSG00000172262/ENSG00000198160/ENSG00000179218/ENSG00000108840/ENSG00000187601/ENSG00000198934/ENSG00000125970/ENSG00000198435/ENSG00000168298/ENSG00000164190/ENSG00000183955/ENSG00000172216/ENSG00000109787/ENSG00000171940/ENSG00000107485/ENSG00000105722/ENSG00000119508/ENSG00000033800/ENSG00000186951/ENSG00000196387/ENSG00000140836/ENSG00000198081/ENSG00000131408/ENSG00000105229/ENSG00000080839/ENSG00000154222/ENSG00000112679/ENSG00000149480/ENSG00000172845/ENSG00000153187/ENSG00000136715/ENSG00000172819/ENSG00000141510/ENSG00000153814/ENSG00000163320/ENSG00000114739/ENSG00000113648/ENSG00000151090/ENSG00000078699/ENSG00000124486/ENSG00000073861/ENSG00000134371/ENSG00000136826/ENSG00000198625/ENSG00000167967/ENSG00000108654/ENSG00000159256/ENSG00000064393/ENSG00000128917/ENSG00000036672/ENSG00000183337/ENSG00000143499/ENSG00000166949/ENSG00000126756/ENSG00000111596/ENSG00000125686/ENSG00000116670/ENSG00000204389/ENSG00000141568/ENSG00000067955/ENSG00000100603/ENSG00000071655/ENSG00000157933/ENSG00000177791/ENSG00000213079/ENSG00000175354/ENSG00000173039/ENSG00000141858/ENSG00000128016/ENSG00000020633/ENSG00000068903/ENSG00000173846/ENSG00000109320/ENSG00000131845/ENSG00000102054/ENSG00000170653/ENSG00000126368/ENSG00000170561/ENSG00000175745/ENSG00000187243/ENSG00000115112/ENSG00000154727/ENSG00000143365/ENSG00000244754/ENSG00000162702/ENSG00000257315/ENSG00000116478/ENSG00000168610/ENSG00000123933/ENSG00000023734/ENSG00000109332/ENSG00000177125/ENSG00000054598/ENSG00000183741
GO:0031349	positive regulation of defense response	259	0.37695760564479025	1.6021874720438962	3.8895454550304256e-5	0.004779907907755947	0.004016298477984294	3409	tags=43%, list=34%, signal=29%	ENSG00000010810/ENSG00000121390/ENSG00000135334/ENSG00000005339/ENSG00000100393/ENSG00000004139/ENSG00000169871/ENSG00000118503/ENSG00000134352/ENSG00000124201/ENSG00000239306/ENSG00000183918/ENSG00000105329/ENSG00000172349/ENSG00000197111/ENSG00000108953/ENSG00000184584/ENSG00000105483/ENSG00000083799/ENSG00000144802/ENSG00000141480/ENSG00000101695/ENSG00000121060/ENSG00000245848/ENSG00000051523/ENSG00000245532/ENSG00000203879/ENSG00000162032/ENSG00000196419/ENSG00000166747/ENSG00000160703/ENSG00000197329/ENSG00000112851/ENSG00000015479/ENSG00000123609/ENSG00000215021/ENSG00000119401/ENSG00000163131/ENSG00000104365/ENSG00000239961/ENSG00000154124/ENSG00000163565/ENSG00000129968/ENSG00000213654/ENSG00000168495/ENSG00000144381/ENSG00000105426/ENSG00000150593/ENSG00000186141/ENSG00000198001/ENSG00000089127/ENSG00000172216/ENSG00000131238/ENSG00000126581/ENSG00000079246/ENSG00000168884/ENSG00000105372/ENSG00000055917/ENSG00000171202/ENSG00000211997/ENSG00000253729/ENSG00000171522/ENSG00000188313/ENSG00000115310/ENSG00000111331/ENSG00000151651/ENSG00000085449/ENSG00000110330/ENSG00000105851/ENSG00000099977/ENSG00000141965/ENSG00000207975/ENSG00000009790/ENSG00000125686/ENSG00000247315/ENSG00000204389/ENSG00000204592/ENSG00000145675/ENSG00000113575/ENSG00000075240/ENSG00000114738/ENSG00000141968/ENSG00000173039/ENSG00000068903/ENSG00000126368/ENSG00000135829/ENSG00000007047/ENSG00000013503/ENSG00000157500/ENSG00000164305/ENSG00000154451/ENSG00000185507/ENSG00000141655/ENSG00000173757/ENSG00000125347/ENSG00000005100/ENSG00000152223/ENSG00000215301/ENSG00000078140/ENSG00000067182/ENSG00000207611/ENSG00000184434/ENSG00000117228/ENSG00000198746/ENSG00000142192/ENSG00000068001/ENSG00000139370/ENSG00000135341/ENSG00000142208/ENSG00000065150/ENSG00000147162/ENSG00000100324
GO:0002521	leukocyte differentiation	344	0.36153511719286535	1.5620730071584241	4.0049047234368213e-5	0.004779907907755947	0.004016298477984294	2565	tags=35%, list=26%, signal=27%	ENSG00000010610/ENSG00000135870/ENSG00000139842/ENSG00000100393/ENSG00000179388/ENSG00000162434/ENSG00000134352/ENSG00000175567/ENSG00000171316/ENSG00000105329/ENSG00000135426/ENSG00000134250/ENSG00000198286/ENSG00000100811/ENSG00000124767/ENSG00000083799/ENSG00000081059/ENSG00000147251/ENSG00000154229/ENSG00000008513/ENSG00000100219/ENSG00000097007/ENSG00000087088/ENSG00000173473/ENSG00000135046/ENSG00000120738/ENSG00000144802/ENSG00000144840/ENSG00000115232/ENSG00000173264/ENSG00000116824/ENSG00000107738/ENSG00000245848/ENSG00000167106/ENSG00000168685/ENSG00000127616/ENSG00000135144/ENSG00000126804/ENSG00000072736/ENSG00000077238/ENSG00000182718/ENSG00000136381/ENSG00000116251/ENSG00000196712/ENSG00000100105/ENSG00000196419/ENSG00000185811/ENSG00000105810/ENSG00000171608/ENSG00000163512/ENSG00000107338/ENSG00000180353/ENSG00000179588/ENSG00000067082/ENSG00000081087/ENSG00000197471/ENSG00000198793/ENSG00000138795/ENSG00000154127/ENSG00000136997/ENSG00000160685/ENSG00000163565/ENSG00000157764/ENSG00000019582/ENSG00000168264/ENSG00000152457/ENSG00000112062/ENSG00000136802/ENSG00000182866/ENSG00000080503/ENSG00000207971/ENSG00000108840/ENSG00000064932/ENSG00000025770/ENSG00000198435/ENSG00000141867/ENSG00000172216/ENSG00000198851/ENSG00000099956/ENSG00000107485/ENSG00000138378/ENSG00000123360/ENSG00000127152/ENSG00000118260/ENSG00000253729/ENSG00000171522/ENSG00000172845/ENSG00000143815/ENSG00000141510/ENSG00000106003/ENSG00000163599/ENSG00000151651/ENSG00000078596/ENSG00000073861/ENSG00000163939/ENSG00000166710/ENSG00000138814/ENSG00000137154/ENSG00000134460/ENSG00000100296/ENSG00000152495/ENSG00000128917/ENSG00000198805/ENSG00000110848/ENSG00000165819/ENSG00000143772/ENSG00000125686/ENSG00000064012/ENSG00000131196/ENSG00000067955/ENSG00000145675/ENSG00000175354/ENSG00000172840/ENSG00000141968/ENSG00000134516/ENSG00000020633/ENSG00000181852/ENSG00000127951/ENSG00000100485/ENSG00000171791
GO:0009725	response to hormone	433	0.34671376845862917	1.514120069582413	3.980754544200016e-5	0.004779907907755947	0.004016298477984294	2663	tags=35%, list=27%, signal=27%	ENSG00000111144/ENSG00000265972/ENSG00000166501/ENSG00000108061/ENSG00000100393/ENSG00000148154/ENSG00000144580/ENSG00000185591/ENSG00000132646/ENSG00000104660/ENSG00000130429/ENSG00000103994/ENSG00000108946/ENSG00000116266/ENSG00000162434/ENSG00000103653/ENSG00000198840/ENSG00000127948/ENSG00000175567/ENSG00000196498/ENSG00000078369/ENSG00000164867/ENSG00000121671/ENSG00000239306/ENSG00000105329/ENSG00000092969/ENSG00000142784/ENSG00000132341/ENSG00000003436/ENSG00000100811/ENSG00000204406/ENSG00000087245/ENSG00000154229/ENSG00000100219/ENSG00000173473/ENSG00000135046/ENSG00000179862/ENSG00000120738/ENSG00000164040/ENSG00000067066/ENSG00000160310/ENSG00000011405/ENSG00000196843/ENSG00000118515/ENSG00000136111/ENSG00000120686/ENSG00000070961/ENSG00000105221/ENSG00000220205/ENSG00000121060/ENSG00000170542/ENSG00000115415/ENSG00000136352/ENSG00000091039/ENSG00000127616/ENSG00000125107/ENSG00000146247/ENSG00000148400/ENSG00000141456/ENSG00000159388/ENSG00000180353/ENSG00000125629/ENSG00000215021/ENSG00000129691/ENSG00000179295/ENSG00000163131/ENSG00000114650/ENSG00000198793/ENSG00000100401/ENSG00000160685/ENSG00000157764/ENSG00000178913/ENSG00000112062/ENSG00000123143/ENSG00000172270/ENSG00000151623/ENSG00000036257/ENSG00000173933/ENSG00000179218/ENSG00000108840/ENSG00000138768/ENSG00000150593/ENSG00000004478/ENSG00000182621/ENSG00000140950/ENSG00000130402/ENSG00000107485/ENSG00000119508/ENSG00000104635/ENSG00000168710/ENSG00000138378/ENSG00000107077/ENSG00000118260/ENSG00000198646/ENSG00000100030/ENSG00000186951/ENSG00000119138/ENSG00000131408/ENSG00000253729/ENSG00000171522/ENSG00000151247/ENSG00000163558/ENSG00000153187/ENSG00000172819/ENSG00000113273/ENSG00000151090/ENSG00000115211/ENSG00000124225/ENSG00000166579/ENSG00000104918/ENSG00000135932/ENSG00000165458/ENSG00000108654/ENSG00000138814/ENSG00000142453/ENSG00000177879/ENSG00000150867/ENSG00000127870/ENSG00000166949/ENSG00000196365/ENSG00000111596/ENSG00000137449/ENSG00000125686/ENSG00000169895/ENSG00000105127/ENSG00000095637/ENSG00000204389/ENSG00000152270/ENSG00000100603/ENSG00000145675/ENSG00000123612/ENSG00000094631/ENSG00000084774/ENSG00000274211/ENSG00000145191/ENSG00000175354/ENSG00000173039/ENSG00000128016/ENSG00000132670/ENSG00000169047/ENSG00000170145/ENSG00000012817/ENSG00000100485/ENSG00000090020/ENSG00000171791/ENSG00000170581/ENSG00000109320/ENSG00000124151/ENSG00000102054/ENSG00000164733/ENSG00000126368/ENSG00000137145
GO:0051251	positive regulation of lymphocyte activation	184	0.4002287586403812	1.6628459747998185	4.123198985974401e-5	0.004791591242648146	0.004026115353340655	2612	tags=38%, list=26%, signal=29%	ENSG00000010810/ENSG00000135334/ENSG00000010610/ENSG00000100393/ENSG00000179388/ENSG00000103653/ENSG00000134352/ENSG00000105329/ENSG00000135426/ENSG00000198286/ENSG00000083799/ENSG00000100219/ENSG00000097007/ENSG00000173473/ENSG00000135046/ENSG00000144802/ENSG00000107099/ENSG00000107738/ENSG00000176208/ENSG00000223865/ENSG00000168685/ENSG00000149273/ENSG00000127616/ENSG00000132589/ENSG00000126804/ENSG00000077238/ENSG00000183624/ENSG00000196419/ENSG00000197329/ENSG00000107338/ENSG00000133247/ENSG00000179295/ENSG00000197471/ENSG00000198793/ENSG00000138795/ENSG00000160685/ENSG00000019582/ENSG00000182866/ENSG00000080503/ENSG00000144381/ENSG00000141867/ENSG00000198851/ENSG00000099956/ENSG00000107485/ENSG00000168884/ENSG00000134215/ENSG00000167664/ENSG00000253729/ENSG00000168071/ENSG00000151651/ENSG00000120694/ENSG00000073861/ENSG00000163939/ENSG00000166710/ENSG00000138814/ENSG00000134460/ENSG00000198805/ENSG00000110066/ENSG00000143772/ENSG00000116670/ENSG00000196950/ENSG00000204592/ENSG00000067955/ENSG00000139514/ENSG00000141968/ENSG00000020633/ENSG00000171791/ENSG00000104164/ENSG00000208009/ENSG00000122376
GO:1903131	mononuclear cell differentiation	300	0.366255540194645	1.5694307344059646	5.083963792578214e-5	0.005756611309750101	0.004836969600226236	2565	tags=35%, list=26%, signal=27%	ENSG00000010610/ENSG00000135870/ENSG00000100393/ENSG00000179388/ENSG00000162434/ENSG00000134352/ENSG00000175567/ENSG00000171316/ENSG00000105329/ENSG00000135426/ENSG00000134250/ENSG00000198286/ENSG00000100811/ENSG00000083799/ENSG00000081059/ENSG00000147251/ENSG00000154229/ENSG00000008513/ENSG00000100219/ENSG00000097007/ENSG00000087088/ENSG00000173473/ENSG00000135046/ENSG00000120738/ENSG00000144802/ENSG00000144840/ENSG00000115232/ENSG00000116824/ENSG00000107738/ENSG00000245848/ENSG00000168685/ENSG00000127616/ENSG00000135144/ENSG00000126804/ENSG00000072736/ENSG00000077238/ENSG00000116251/ENSG00000100105/ENSG00000196419/ENSG00000185811/ENSG00000105810/ENSG00000171608/ENSG00000163512/ENSG00000107338/ENSG00000180353/ENSG00000179588/ENSG00000067082/ENSG00000197471/ENSG00000198793/ENSG00000138795/ENSG00000136997/ENSG00000160685/ENSG00000163565/ENSG00000157764/ENSG00000019582/ENSG00000168264/ENSG00000152457/ENSG00000136802/ENSG00000182866/ENSG00000080503/ENSG00000207971/ENSG00000108840/ENSG00000025770/ENSG00000198435/ENSG00000141867/ENSG00000172216/ENSG00000198851/ENSG00000099956/ENSG00000107485/ENSG00000138378/ENSG00000123360/ENSG00000127152/ENSG00000253729/ENSG00000171522/ENSG00000172845/ENSG00000141510/ENSG00000106003/ENSG00000163599/ENSG00000151651/ENSG00000078596/ENSG00000073861/ENSG00000163939/ENSG00000166710/ENSG00000137154/ENSG00000134460/ENSG00000100296/ENSG00000152495/ENSG00000128917/ENSG00000198805/ENSG00000110848/ENSG00000165819/ENSG00000143772/ENSG00000125686/ENSG00000064012/ENSG00000131196/ENSG00000067955/ENSG00000145675/ENSG00000175354/ENSG00000172840/ENSG00000141968/ENSG00000134516/ENSG00000020633/ENSG00000181852/ENSG00000127951/ENSG00000100485/ENSG00000171791
GO:0006606	protein import into nucleus	107	0.45175942969922633	1.7834118578896783	6.447221066924778e-5	0.006216901632819047	0.005223726700917034	2436	tags=38%, list=25%, signal=29%	ENSG00000135334/ENSG00000265972/ENSG00000100393/ENSG00000160710/ENSG00000093000/ENSG00000121671/ENSG00000077463/ENSG00000105329/ENSG00000132341/ENSG00000108424/ENSG00000100219/ENSG00000130726/ENSG00000120686/ENSG00000072736/ENSG00000196712/ENSG00000148400/ENSG00000213024/ENSG00000180353/ENSG00000215021/ENSG00000153487/ENSG00000112062/ENSG00000047410/ENSG00000108559/ENSG00000139496/ENSG00000129197/ENSG00000173801/ENSG00000135272/ENSG00000186432/ENSG00000126883/ENSG00000117408/ENSG00000141510/ENSG00000196313/ENSG00000138814/ENSG00000120709/ENSG00000166949/ENSG00000102898/ENSG00000125686/ENSG00000109917/ENSG00000145675/ENSG00000189319/ENSG00000133704
GO:0051651	maintenance of location in cell	114	0.4470425113934638	1.7724005014447939	6.475939200853174e-5	0.006216901632819047	0.005223726700917034	2323	tags=40%, list=23%, signal=31%	ENSG00000010610/ENSG00000175197/ENSG00000171316/ENSG00000105329/ENSG00000107863/ENSG00000048707/ENSG00000097007/ENSG00000087088/ENSG00000044574/ENSG00000067066/ENSG00000160014/ENSG00000051523/ENSG00000160791/ENSG00000197043/ENSG00000157916/ENSG00000125629/ENSG00000197386/ENSG00000100401/ENSG00000154127/ENSG00000124181/ENSG00000182866/ENSG00000127914/ENSG00000179218/ENSG00000121957/ENSG00000156515/ENSG00000130528/ENSG00000198838/ENSG00000123104/ENSG00000182621/ENSG00000166598/ENSG00000100242/ENSG00000153187/ENSG00000148180/ENSG00000159256/ENSG00000113558/ENSG00000131504/ENSG00000113384/ENSG00000123191/ENSG00000186810/ENSG00000150995/ENSG00000092051/ENSG00000131018/ENSG00000086598/ENSG00000143933/ENSG00000247596/ENSG00000144935
GO:0045089	positive regulation of innate immune response	210	0.3926801308136101	1.6486610171798033	6.390595881120715e-5	0.006216901632819047	0.005223726700917034	2442	tags=33%, list=25%, signal=26%	ENSG00000010810/ENSG00000121390/ENSG00000135334/ENSG00000005339/ENSG00000100393/ENSG00000004139/ENSG00000169871/ENSG00000118503/ENSG00000124201/ENSG00000239306/ENSG00000183918/ENSG00000197111/ENSG00000108953/ENSG00000184584/ENSG00000105483/ENSG00000083799/ENSG00000144802/ENSG00000141480/ENSG00000101695/ENSG00000121060/ENSG00000051523/ENSG00000203879/ENSG00000162032/ENSG00000196419/ENSG00000166747/ENSG00000160703/ENSG00000197329/ENSG00000112851/ENSG00000015479/ENSG00000123609/ENSG00000215021/ENSG00000119401/ENSG00000163131/ENSG00000104365/ENSG00000239961/ENSG00000154124/ENSG00000163565/ENSG00000129968/ENSG00000168495/ENSG00000144381/ENSG00000105426/ENSG00000186141/ENSG00000198001/ENSG00000089127/ENSG00000131238/ENSG00000126581/ENSG00000079246/ENSG00000168884/ENSG00000105372/ENSG00000055917/ENSG00000171202/ENSG00000211997/ENSG00000253729/ENSG00000188313/ENSG00000115310/ENSG00000111331/ENSG00000151651/ENSG00000085449/ENSG00000110330/ENSG00000009790/ENSG00000125686/ENSG00000247315/ENSG00000204389/ENSG00000204592/ENSG00000145675/ENSG00000113575/ENSG00000075240/ENSG00000114738/ENSG00000141968/ENSG00000173039
GO:0031647	regulation of protein stability	235	0.38555557069795776	1.6289058092335376	5.8329495296579226e-5	0.006216901632819047	0.005223726700917034	2565	tags=37%, list=26%, signal=28%	ENSG00000127481/ENSG00000005339/ENSG00000100393/ENSG00000114316/ENSG00000136152/ENSG00000171862/ENSG00000077463/ENSG00000055483/ENSG00000164924/ENSG00000129696/ENSG00000107937/ENSG00000100219/ENSG00000141524/ENSG00000007944/ENSG00000136536/ENSG00000144840/ENSG00000080371/ENSG00000105221/ENSG00000117597/ENSG00000170242/ENSG00000151876/ENSG00000101266/ENSG00000132589/ENSG00000147533/ENSG00000134086/ENSG00000106993/ENSG00000165416/ENSG00000239857/ENSG00000101849/ENSG00000215021/ENSG00000155313/ENSG00000102096/ENSG00000198793/ENSG00000197386/ENSG00000019582/ENSG00000142676/ENSG00000036257/ENSG00000144381/ENSG00000179218/ENSG00000162402/ENSG00000163468/ENSG00000135624/ENSG00000216490/ENSG00000149582/ENSG00000170275/ENSG00000168884/ENSG00000214941/ENSG00000156261/ENSG00000118260/ENSG00000100030/ENSG00000072609/ENSG00000151136/ENSG00000167895/ENSG00000253729/ENSG00000166167/ENSG00000068028/ENSG00000119048/ENSG00000141510/ENSG00000244038/ENSG00000115310/ENSG00000148180/ENSG00000124486/ENSG00000109189/ENSG00000134371/ENSG00000198625/ENSG00000159256/ENSG00000107262/ENSG00000115484/ENSG00000036672/ENSG00000204220/ENSG00000069329/ENSG00000186575/ENSG00000163444/ENSG00000166949/ENSG00000126756/ENSG00000163162/ENSG00000150753/ENSG00000204389/ENSG00000145675/ENSG00000094631/ENSG00000182093/ENSG00000169914/ENSG00000090686/ENSG00000167716/ENSG00000115464/ENSG00000205572/ENSG00000160285/ENSG00000171791
GO:0001819	positive regulation of cytokine production	243	0.380189367012832	1.608023785984805	6.221654954160881e-5	0.006216901632819047	0.005223726700917034	2391	tags=34%, list=24%, signal=26%	ENSG00000135334/ENSG00000010610/ENSG00000175197/ENSG00000169871/ENSG00000134352/ENSG00000105329/ENSG00000172349/ENSG00000145907/ENSG00000198286/ENSG00000170348/ENSG00000184584/ENSG00000105483/ENSG00000100219/ENSG00000097007/ENSG00000135046/ENSG00000120738/ENSG00000181722/ENSG00000196843/ENSG00000116824/ENSG00000197971/ENSG00000115415/ENSG00000165732/ENSG00000223865/ENSG00000051523/ENSG00000149273/ENSG00000050748/ENSG00000077238/ENSG00000136560/ENSG00000197329/ENSG00000171608/ENSG00000179588/ENSG00000119401/ENSG00000179295/ENSG00000196591/ENSG00000197471/ENSG00000160685/ENSG00000163565/ENSG00000019582/ENSG00000112062/ENSG00000172270/ENSG00000213654/ENSG00000168495/ENSG00000117143/ENSG00000144381/ENSG00000138069/ENSG00000182220/ENSG00000126391/ENSG00000156515/ENSG00000186141/ENSG00000089127/ENSG00000172216/ENSG00000182621/ENSG00000198851/ENSG00000174953/ENSG00000107485/ENSG00000119508/ENSG00000167664/ENSG00000171522/ENSG00000227507/ENSG00000115310/ENSG00000111331/ENSG00000168071/ENSG00000151651/ENSG00000073861/ENSG00000166710/ENSG00000008517/ENSG00000105851/ENSG00000198805/ENSG00000111335/ENSG00000099977/ENSG00000026950/ENSG00000137573/ENSG00000166949/ENSG00000009790/ENSG00000064012/ENSG00000247315/ENSG00000204389/ENSG00000204592/ENSG00000163702/ENSG00000145675/ENSG00000164754/ENSG00000103257
GO:0051249	regulation of lymphocyte activation	275	0.3732621439387851	1.5905278021154596	6.196130215887401e-5	0.006216901632819047	0.005223726700917034	2612	tags=35%, list=26%, signal=27%	ENSG00000010810/ENSG00000135334/ENSG00000010610/ENSG00000135870/ENSG00000100393/ENSG00000179388/ENSG00000108946/ENSG00000103653/ENSG00000118503/ENSG00000134352/ENSG00000105329/ENSG00000135426/ENSG00000198286/ENSG00000083799/ENSG00000081059/ENSG00000100219/ENSG00000097007/ENSG00000173473/ENSG00000135046/ENSG00000144802/ENSG00000136536/ENSG00000116824/ENSG00000107099/ENSG00000107738/ENSG00000176208/ENSG00000223865/ENSG00000168685/ENSG00000149273/ENSG00000127616/ENSG00000135144/ENSG00000132589/ENSG00000126804/ENSG00000077238/ENSG00000183624/ENSG00000196419/ENSG00000197329/ENSG00000128340/ENSG00000107338/ENSG00000133247/ENSG00000179295/ENSG00000197471/ENSG00000198793/ENSG00000138795/ENSG00000122188/ENSG00000160685/ENSG00000157764/ENSG00000019582/ENSG00000123143/ENSG00000182866/ENSG00000080503/ENSG00000144381/ENSG00000198435/ENSG00000141867/ENSG00000172216/ENSG00000198851/ENSG00000099956/ENSG00000107485/ENSG00000168884/ENSG00000028137/ENSG00000134215/ENSG00000167664/ENSG00000253729/ENSG00000112679/ENSG00000163599/ENSG00000168071/ENSG00000151651/ENSG00000120694/ENSG00000130775/ENSG00000073861/ENSG00000163939/ENSG00000166710/ENSG00000138814/ENSG00000134460/ENSG00000152495/ENSG00000198805/ENSG00000110848/ENSG00000110066/ENSG00000111913/ENSG00000165819/ENSG00000143772/ENSG00000137078/ENSG00000116670/ENSG00000196950/ENSG00000204592/ENSG00000067955/ENSG00000139514/ENSG00000175354/ENSG00000141968/ENSG00000020633/ENSG00000204520/ENSG00000181852/ENSG00000127951/ENSG00000100485/ENSG00000171791/ENSG00000104164/ENSG00000208009/ENSG00000122376
GO:0002694	regulation of leukocyte activation	302	0.3627728282239052	1.5538857813665832	6.414596483806473e-5	0.006216901632819047	0.005223726700917034	2758	tags=35%, list=28%, signal=26%	ENSG00000010810/ENSG00000135334/ENSG00000010610/ENSG00000135870/ENSG00000100393/ENSG00000179388/ENSG00000108946/ENSG00000103653/ENSG00000118503/ENSG00000134352/ENSG00000105329/ENSG00000135426/ENSG00000172349/ENSG00000198286/ENSG00000083799/ENSG00000081059/ENSG00000100219/ENSG00000097007/ENSG00000173473/ENSG00000135046/ENSG00000144802/ENSG00000136536/ENSG00000116824/ENSG00000107099/ENSG00000107738/ENSG00000245848/ENSG00000176208/ENSG00000223865/ENSG00000168685/ENSG00000149273/ENSG00000127616/ENSG00000135144/ENSG00000132589/ENSG00000126804/ENSG00000077238/ENSG00000183624/ENSG00000196419/ENSG00000197329/ENSG00000128340/ENSG00000107338/ENSG00000133247/ENSG00000179295/ENSG00000197471/ENSG00000198793/ENSG00000138795/ENSG00000122188/ENSG00000160685/ENSG00000157764/ENSG00000019582/ENSG00000123143/ENSG00000182866/ENSG00000080503/ENSG00000144381/ENSG00000198435/ENSG00000141867/ENSG00000172216/ENSG00000198851/ENSG00000099956/ENSG00000107485/ENSG00000119508/ENSG00000168884/ENSG00000028137/ENSG00000134215/ENSG00000167664/ENSG00000253729/ENSG00000112679/ENSG00000188313/ENSG00000163599/ENSG00000168071/ENSG00000151651/ENSG00000120694/ENSG00000130775/ENSG00000073861/ENSG00000163939/ENSG00000166710/ENSG00000138814/ENSG00000134460/ENSG00000154710/ENSG00000152495/ENSG00000198805/ENSG00000110848/ENSG00000110066/ENSG00000111913/ENSG00000165819/ENSG00000143772/ENSG00000137078/ENSG00000116670/ENSG00000196950/ENSG00000204592/ENSG00000067955/ENSG00000139514/ENSG00000175354/ENSG00000141968/ENSG00000020633/ENSG00000204520/ENSG00000181852/ENSG00000127951/ENSG00000100485/ENSG00000171791/ENSG00000104164/ENSG00000208009/ENSG00000122376/ENSG00000126368/ENSG00000175463/ENSG00000185338/ENSG00000075624/ENSG00000111679
GO:0046822	regulation of nucleocytoplasmic transport	70	0.5035247126972466	1.8839808371291873	6.909452388010363e-5	0.006356696196969534	0.005341188523626432	1506	tags=36%, list=15%, signal=31%	ENSG00000100393/ENSG00000121774/ENSG00000077463/ENSG00000105329/ENSG00000132341/ENSG00000108953/ENSG00000100219/ENSG00000130726/ENSG00000067066/ENSG00000120686/ENSG00000245532/ENSG00000111605/ENSG00000196712/ENSG00000100614/ENSG00000182872/ENSG00000180353/ENSG00000179295/ENSG00000100401/ENSG00000112062/ENSG00000047410/ENSG00000173933/ENSG00000139496/ENSG00000173801/ENSG00000135272/ENSG00000126883
