query	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	parents	highlighted
query_1	TRUE	9.095394299645935e-80	5541	7681	2623	0.3414919932300482	0.47338025627143115	GO:0048523	GO:BP	negative regulation of cellular process	21031	13231		FALSE
query_1	TRUE	1.6682685448958716e-78	3455	7681	1765	0.2297877880484312	0.5108538350217077	GO:0009892	GO:BP	negative regulation of metabolic process	21031	3790		FALSE
query_1	TRUE	8.326401758250548e-78	3420	7681	1748	0.22757453456581175	0.5111111111111111	GO:0010604	GO:BP	positive regulation of macromolecule metabolic process	21031	4301		FALSE
query_1	TRUE	1.0064781680767631e-77	3711	7681	1870	0.24345788308813957	0.5039073026138507	GO:0009893	GO:BP	positive regulation of metabolic process	21031	3791		FALSE
query_1	TRUE	7.493990895595034e-74	4063	7681	2003	0.2607733368051035	0.49298547871031256	GO:0019219	GO:BP	regulation of nucleobase-containing compound metabolic process	21031	5786		FALSE
query_1	TRUE	1.8276303869466832e-73	3240	7681	1658	0.21585731024606172	0.5117283950617284	GO:0010605	GO:BP	negative regulation of macromolecule metabolic process	21031	4302		FALSE
query_1	TRUE	4.5040977482529e-72	1338	7681	809	0.10532482749641973	0.6046337817638266	GO:0009057	GO:BP	macromolecule catabolic process	21031	3270		FALSE
query_1	TRUE	3.538588435301686e-71	13768	7681	5628	0.7327170941283687	0.40877396862289367	GO:0071704	GO:BP	organic substance metabolic process	21031	17374		FALSE
query_1	TRUE	1.9396193016384266e-70	12170	7681	5067	0.6596797292019269	0.4163516844700082	GO:0043170	GO:BP	macromolecule metabolic process	21031	10919		FALSE
query_1	TRUE	9.665550808908679e-70	3226	7681	1640	0.2135138653821117	0.5083694978301302	GO:0031324	GO:BP	negative regulation of cellular metabolic process	21031	7373		FALSE
query_1	TRUE	1.132879379428927e-68	6250	7681	2859	0.37221715922405935	0.45744	GO:0048518	GO:BP	positive regulation of biological process	21031	13226		FALSE
query_1	TRUE	2.5392741382687967e-65	3763	7681	1849	0.24072386408019789	0.4913632739835238	GO:0051252	GO:BP	regulation of RNA metabolic process	21031	14047		FALSE
query_1	TRUE	2.6401531557544676e-65	5717	7681	2636	0.3431844811873454	0.46108098653139756	GO:0048522	GO:BP	positive regulation of cellular process	21031	13230		FALSE
query_1	TRUE	3.107909390066576e-64	1770	7681	990	0.12888946751725036	0.559322033898305	GO:0033554	GO:BP	cellular response to stress	21031	8567		FALSE
query_1	TRUE	6.342129231390261e-64	12881	7681	5289	0.6885822158573103	0.4106047667106591	GO:0044237	GO:BP	cellular metabolic process	21031	11299		FALSE
query_1	TRUE	9.328304659499578e-64	2556	7681	1335	0.17380549407629214	0.5223004694835681	GO:0009056	GO:BP	catabolic process	21031	3269		FALSE
query_1	TRUE	2.6812384451429596e-63	4105	7681	1982	0.2580393177971618	0.48282582216808767	GO:0018130	GO:BP	heterocycle biosynthetic process	21031	5424		FALSE
query_1	TRUE	3.670849148452221e-63	12680	7681	5215	0.6789480536388491	0.4112776025236593	GO:0065007	GO:BP	biological regulation	21031	16384		FALSE
query_1	TRUE	7.671349489911795e-63	3346	7681	1667	0.21702903267803672	0.4982068141063957	GO:0031325	GO:BP	positive regulation of cellular metabolic process	21031	7374		FALSE
query_1	TRUE	9.807463118780266e-63	4027	7681	1948	0.25361281083192294	0.48373479016637694	GO:0034654	GO:BP	nucleobase-containing compound biosynthetic process	21031	9009		FALSE
query_1	TRUE	1.6630711301159962e-62	11738	7681	4878	0.6350735581304517	0.41557335150792296	GO:0050794	GO:BP	regulation of cellular process	21031	13691		FALSE
query_1	TRUE	3.209895902887835e-62	1371	7681	802	0.10441348782710584	0.5849744711889132	GO:0046907	GO:BP	intracellular transport	21031	12847		FALSE
query_1	TRUE	4.102947635991729e-62	4116	7681	1982	0.2580393177971618	0.4815354713313897	GO:0019438	GO:BP	aromatic compound biosynthetic process	21031	5983		FALSE
query_1	TRUE	1.0083405755097503e-61	2052	7681	1109	0.14438224189558652	0.5404483430799221	GO:0045935	GO:BP	positive regulation of nucleobase-containing compound metabolic process	21031	12127		FALSE
query_1	TRUE	1.359081168553849e-60	3262	7681	1624	0.2114308032808228	0.4978540772532189	GO:0043412	GO:BP	macromolecule modification	21031	11034		FALSE
query_1	TRUE	1.6668211939101802e-60	4264	7681	2036	0.26506965238901187	0.4774859287054409	GO:1901362	GO:BP	organic cyclic compound biosynthetic process	21031	21928		FALSE
query_1	TRUE	2.873362722798451e-60	12287	7681	5063	0.6591589636766046	0.4120615284446976	GO:0050789	GO:BP	regulation of biological process	21031	13687		FALSE
query_1	TRUE	4.3126781145542925e-60	3613	7681	1768	0.23017836219242285	0.48934403542762245	GO:0006996	GO:BP	organelle organization	21031	2642		FALSE
query_1	TRUE	1.1933249327453607e-57	2102	7681	1119	0.14568415570889207	0.5323501427212178	GO:0051246	GO:BP	regulation of protein metabolic process	21031	14041		FALSE
query_1	TRUE	1.285029531359293e-56	12505	7681	5123	0.666970446556438	0.4096761295481807	GO:0044238	GO:BP	primary metabolic process	21031	11300		FALSE
query_1	TRUE	5.179384338988452e-56	1852	7681	1004	0.13071214685587815	0.5421166306695464	GO:0051254	GO:BP	positive regulation of RNA metabolic process	21031	14049		FALSE
query_1	TRUE	1.3674988969476764e-55	11995	7681	4937	0.6427548496289546	0.4115881617340559	GO:0006807	GO:BP	nitrogen compound metabolic process	21031	2516		FALSE
query_1	TRUE	1.7826291119206724e-55	2838	7681	1428	0.18591329254003386	0.5031712473572939	GO:0009890	GO:BP	negative regulation of biosynthetic process	21031	3788		FALSE
query_1	TRUE	1.892480530066396e-55	2824	7681	1422	0.18513214425205052	0.5035410764872521	GO:0031327	GO:BP	negative regulation of cellular biosynthetic process	21031	7376		FALSE
query_1	TRUE	3.789830041124965e-55	968	7681	595	0.07746387189168077	0.6146694214876033	GO:0030163	GO:BP	protein catabolic process	21031	6928		FALSE
query_1	TRUE	9.627957748707313e-55	2773	7681	1398	0.18200755110011718	0.5041471330688785	GO:0010558	GO:BP	negative regulation of macromolecule biosynthetic process	21031	4260		FALSE
query_1	TRUE	1.3464577022930952e-54	3031	7681	1506	0.1960682202838172	0.4968657208841966	GO:0036211	GO:BP	protein modification process	21031	9821		FALSE
query_1	TRUE	1.765888726682211e-54	2603	7681	1325	0.1725035802629866	0.5090280445639647	GO:0010557	GO:BP	positive regulation of macromolecule biosynthetic process	21031	4259		FALSE
query_1	TRUE	3.174091275813326e-54	2202	7681	1152	0.14998047129280043	0.5231607629427792	GO:0051172	GO:BP	negative regulation of nitrogen compound metabolic process	21031	13996		FALSE
query_1	TRUE	1.7794517852636606e-53	3601	7681	1738	0.22627262075250618	0.4826437100805332	GO:0032774	GO:BP	RNA biosynthetic process	21031	8092		FALSE
query_1	TRUE	2.279175129317826e-53	2685	7681	1356	0.17653951308423382	0.5050279329608939	GO:0031328	GO:BP	positive regulation of cellular biosynthetic process	21031	7377		FALSE
query_1	TRUE	6.524751241576789e-53	3621	7681	1744	0.22705376904048952	0.4816349074841204	GO:0051641	GO:BP	cellular localization	21031	14309		FALSE
query_1	TRUE	7.9345061714915075e-53	2706	7681	1363	0.17745085275354772	0.5036954915003695	GO:0009891	GO:BP	positive regulation of biosynthetic process	21031	3789		FALSE
query_1	TRUE	1.7364960076740223e-52	3569	7681	1721	0.22405936726988673	0.48220790137293357	GO:0006351	GO:BP	DNA-templated transcription	21031	2151		FALSE
query_1	TRUE	3.870873586139413e-52	730	7681	472	0.06145033198802239	0.6465753424657534	GO:0051603	GO:BP	proteolysis involved in protein catabolic process	21031	14275		FALSE
query_1	TRUE	2.533077623093376e-50	1026	7681	612	0.07967712537430022	0.5964912280701754	GO:0009894	GO:BP	regulation of catabolic process	21031	3792		FALSE
query_1	TRUE	2.538869657048176e-50	723	7681	465	0.060538992318708504	0.6431535269709544	GO:0006412	GO:BP	translation	21031	2194		FALSE
query_1	TRUE	3.142725111290529e-50	3464	7681	1669	0.21728941544069783	0.4818129330254042	GO:2001141	GO:BP	regulation of RNA biosynthetic process	21031	27046		FALSE
query_1	TRUE	7.999013875532422e-50	3446	7681	1660	0.21611769300872283	0.481717933836332	GO:0006355	GO:BP	regulation of DNA-templated transcription	21031	2155		FALSE
query_1	TRUE	1.1339400758870944e-49	2074	7681	1082	0.1408670745996615	0.5216972034715526	GO:1901575	GO:BP	organic substance catabolic process	21031	22105		FALSE
query_1	TRUE	5.110545068935461e-48	911	7681	552	0.07186564249446686	0.605927552140505	GO:0006518	GO:BP	peptide metabolic process	21031	2266		FALSE
query_1	TRUE	1.4180862290891018e-47	620	7681	408	0.053118083582866814	0.6580645161290323	GO:0043632	GO:BP	modification-dependent macromolecule catabolic process	21031	11169		FALSE
query_1	TRUE	2.9072228921131113e-47	1972	7681	1030	0.1340971227704726	0.5223123732251521	GO:0051649	GO:BP	establishment of localization in cell	21031	14317		FALSE
query_1	TRUE	3.93880302409914e-47	752	7681	473	0.06158052336935295	0.6289893617021277	GO:0043043	GO:BP	peptide biosynthetic process	21031	10843		FALSE
query_1	TRUE	9.701464139735443e-47	1706	7681	912	0.118734539773467	0.5345838218053928	GO:1902680	GO:BP	positive regulation of RNA biosynthetic process	21031	22992		FALSE
query_1	TRUE	1.6210620284857114e-46	1703	7681	910	0.11847415701080588	0.5343511450381679	GO:0045893	GO:BP	positive regulation of DNA-templated transcription	21031	12089		FALSE
query_1	TRUE	2.894932682432777e-46	609	7681	400	0.05207655253222237	0.6568144499178982	GO:0019941	GO:BP	modification-dependent protein catabolic process	21031	6301		FALSE
query_1	TRUE	3.2444263846540776e-46	1819	7681	960	0.12498372607733368	0.5277625068719076	GO:0007049	GO:BP	cell cycle	21031	2680		FALSE
query_1	TRUE	4.456198009994253e-46	3210	7681	1548	0.20153625829970057	0.4822429906542056	GO:0033036	GO:BP	macromolecule localization	21031	8276		FALSE
query_1	TRUE	4.2920799767092757e-45	2742	7681	1350	0.17575836479625048	0.4923413566739606	GO:0070727	GO:BP	cellular macromolecule localization	21031	16772		FALSE
query_1	TRUE	1.0938551433200818e-44	599	7681	392	0.051035021481577916	0.654424040066778	GO:0006511	GO:BP	ubiquitin-dependent protein catabolic process	21031	2261		FALSE
query_1	TRUE	1.8404809682799256e-44	2731	7681	1343	0.1748470251269366	0.4917612596118638	GO:0008104	GO:BP	protein localization	21031	3157		FALSE
query_1	TRUE	8.329732522698615e-44	887	7681	531	0.0691316234865252	0.5986471251409244	GO:0043604	GO:BP	amide biosynthetic process	21031	11153		FALSE
query_1	TRUE	3.9763372668287096e-42	10565	7681	4351	0.5664627001692488	0.41183151916706107	GO:0044249	GO:BP	cellular biosynthetic process	21031	11305		FALSE
query_1	TRUE	4.496499657942238e-42	1424	7681	773	0.10063793776851973	0.5428370786516854	GO:0015031	GO:BP	protein transport	21031	4854		FALSE
query_1	TRUE	5.429146371894808e-42	915	7681	540	0.0703033459185002	0.5901639344262295	GO:0071824	GO:BP	protein-DNA complex organization	21031	17433		FALSE
query_1	TRUE	6.082414345209891e-42	1194	7681	669	0.08709803411014191	0.5603015075376885	GO:0043603	GO:BP	amide metabolic process	21031	11152		FALSE
query_1	TRUE	1.9058878746828645e-41	1399	7681	760	0.0989454498112225	0.5432451751250893	GO:1901565	GO:BP	organonitrogen compound catabolic process	21031	22099		FALSE
query_1	TRUE	2.4491256833462386e-41	10646	7681	4376	0.5697174847025127	0.411046402404659	GO:1901576	GO:BP	organic substance biosynthetic process	21031	22106		FALSE
query_1	TRUE	2.543252301124873e-41	10704	7681	4397	0.5724515037104544	0.4107810164424514	GO:0009058	GO:BP	biosynthetic process	21031	3271		FALSE
query_1	TRUE	4.0817881745566074e-41	816	7681	491	0.06392396823330296	0.6017156862745098	GO:0006325	GO:BP	chromatin organization	21031	2145		FALSE
query_1	TRUE	1.0740420715305466e-40	858	7681	510	0.06639760447858352	0.5944055944055944	GO:0032446	GO:BP	protein modification by small protein conjugation	21031	7840		FALSE
query_1	TRUE	3.443417946752281e-40	1021	7681	585	0.07616195807837521	0.5729676787463271	GO:0043687	GO:BP	post-translational protein modification	21031	11196		FALSE
query_1	TRUE	9.05741858743609e-40	3939	7681	1817	0.2365577398776201	0.4612845899974613	GO:0048583	GO:BP	regulation of response to stimulus	21031	13279		FALSE
query_1	TRUE	1.1763336518514028e-39	970	7681	560	0.07290717354511131	0.5773195876288659	GO:0070647	GO:BP	protein modification by small protein conjugation or removal	21031	16727		FALSE
query_1	TRUE	7.573657381721987e-39	3855	7681	1779	0.23161046738705898	0.4614785992217899	GO:0006950	GO:BP	response to stress	21031	2613		FALSE
query_1	TRUE	1.337546888877137e-38	1761	7681	910	0.11847415701080588	0.5167518455423055	GO:1901566	GO:BP	organonitrogen compound biosynthetic process	21031	22100		FALSE
query_1	TRUE	7.992555471308653e-38	496	7681	327	0.04257258169509179	0.6592741935483871	GO:0010498	GO:BP	proteasomal protein catabolic process	21031	4224		FALSE
query_1	TRUE	2.6102930588707095e-37	9691	7681	4003	0.5211560994662153	0.413063667320194	GO:0009059	GO:BP	macromolecule biosynthetic process	21031	3272		FALSE
query_1	TRUE	1.1801766319232467e-36	896	7681	518	0.06743913552922796	0.578125	GO:0006974	GO:BP	DNA damage response	21031	2632		FALSE
query_1	TRUE	1.2744617200278145e-36	1092	7681	608	0.079156359848978	0.5567765567765568	GO:0010608	GO:BP	post-transcriptional regulation of gene expression	21031	4305		FALSE
query_1	TRUE	3.184631220840874e-36	1641	7681	850	0.11066267413097253	0.517976843388178	GO:0010629	GO:BP	negative regulation of gene expression	21031	4325		FALSE
query_1	TRUE	3.980614545297621e-36	156	7681	136	0.017706027860955605	0.8717948717948718	GO:0002181	GO:BP	cytoplasmic translation	21031	736		FALSE
query_1	TRUE	5.6870364741432726e-36	2668	7681	1283	0.16703554224710324	0.4808845577211394	GO:0035556	GO:BP	intracellular signal transduction	21031	9405		FALSE
query_1	TRUE	6.044406155453816e-36	774	7681	459	0.05975784403072516	0.5930232558139535	GO:0016567	GO:BP	protein ubiquitination	21031	5317		FALSE
query_1	TRUE	1.0882383135324876e-35	2567	7681	1240	0.16143731284988933	0.4830541488118426	GO:0006357	GO:BP	regulation of transcription by RNA polymerase II	21031	2157		FALSE
query_1	TRUE	1.3003375218895242e-35	2691	7681	1291	0.16807707329774768	0.47974730583426234	GO:0006366	GO:BP	transcription by RNA polymerase II	21031	2164		FALSE
query_1	TRUE	5.020535117825122e-34	3010	7681	1415	0.18422080458273662	0.4700996677740864	GO:0009966	GO:BP	regulation of signal transduction	21031	3842		FALSE
query_1	TRUE	5.493486141872882e-34	1911	7681	958	0.12472334331467257	0.5013082155939299	GO:0071705	GO:BP	nitrogen compound transport	21031	17375		FALSE
query_1	TRUE	5.883651749623178e-33	400	7681	269	0.03502148157791954	0.6725	GO:0043161	GO:BP	proteasome-mediated ubiquitin-dependent protein catabolic process	21031	10914		FALSE
query_1	TRUE	9.675882314868329e-33	3437	7681	1582	0.20596276526493945	0.46028513238289204	GO:0023051	GO:BP	regulation of signaling	21031	6876		FALSE
query_1	TRUE	1.4426771978852257e-32	1040	7681	573	0.07459966150240854	0.5509615384615385	GO:0006259	GO:BP	DNA metabolic process	21031	2097		FALSE
query_1	TRUE	2.777485390264685e-32	1799	7681	904	0.11769300872282255	0.5025013896609227	GO:0065009	GO:BP	regulation of molecular function	21031	16386		FALSE
query_1	TRUE	1.3058334953018708e-31	686	7681	407	0.05298789220153626	0.5932944606413995	GO:0006886	GO:BP	intracellular protein transport	21031	2571		FALSE
query_1	TRUE	1.7829924088320078e-31	1924	7681	954	0.12420257778935034	0.49584199584199584	GO:0045184	GO:BP	establishment of protein localization	21031	11702		FALSE
query_1	TRUE	2.2337721539442807e-31	664	7681	396	0.051555787006900146	0.5963855421686747	GO:0006338	GO:BP	chromatin remodeling	21031	2149		FALSE
query_1	TRUE	2.27955143000612e-31	1173	7681	629	0.08189037885691967	0.5362318840579711	GO:0033043	GO:BP	regulation of organelle organization	21031	8278		FALSE
query_1	TRUE	2.370058702873311e-31	766	7681	444	0.057804973310766825	0.5796344647519582	GO:0051248	GO:BP	negative regulation of protein metabolic process	21031	14043		FALSE
query_1	TRUE	3.188646893855977e-31	3443	7681	1577	0.2053118083582867	0.45803078710426953	GO:0010646	GO:BP	regulation of cell communication	21031	4342		FALSE
query_1	TRUE	3.963340794855904e-31	2425	7681	1162	0.15128238510610598	0.47917525773195874	GO:0051128	GO:BP	regulation of cellular component organization	21031	13953		FALSE
query_1	TRUE	5.895086109185748e-31	1600	7681	814	0.10597578440307252	0.50875	GO:0044248	GO:BP	cellular catabolic process	21031	11304		FALSE
query_1	TRUE	1.3989466334027752e-30	687	7681	405	0.05272750943887514	0.5895196506550219	GO:0031329	GO:BP	regulation of cellular catabolic process	21031	7378		FALSE
query_1	TRUE	1.9207584797664886e-30	1588	7681	807	0.10506444473375863	0.5081863979848866	GO:0045934	GO:BP	negative regulation of nucleobase-containing compound metabolic process	21031	12126		FALSE
query_1	TRUE	3.759094816549331e-30	1105	7681	595	0.07746387189168077	0.5384615384615384	GO:0051726	GO:BP	regulation of cell cycle	21031	14366		FALSE
query_1	TRUE	6.335577790813336e-30	577	7681	351	0.045697174847025124	0.608318890814558	GO:0006914	GO:BP	autophagy	21031	2592		FALSE
query_1	TRUE	6.335577790813336e-30	577	7681	351	0.045697174847025124	0.608318890814558	GO:0061919	GO:BP	process utilizing autophagic mechanism	21031	16215		FALSE
query_1	TRUE	9.792696341543399e-30	512	7681	319	0.041531050644447336	0.623046875	GO:0080135	GO:BP	regulation of cellular response to stress	21031	18339		FALSE
query_1	TRUE	1.7073560227895834e-29	5520	7681	2384	0.3103762530920453	0.4318840579710145	GO:0051179	GO:BP	localization	21031	14002		FALSE
query_1	TRUE	1.8474977848090395e-29	1573	7681	797	0.10376253092045307	0.5066751430387794	GO:0006508	GO:BP	proteolysis	21031	2259		FALSE
query_1	TRUE	2.1818302816792292e-29	9214	7681	3777	0.4917328472855097	0.40991968743216844	GO:0010467	GO:BP	gene expression	21031	4207		FALSE
query_1	TRUE	3.253993947070613e-29	1988	7681	972	0.12654602265330034	0.48893360160965793	GO:0008219	GO:BP	cell death	21031	3180		FALSE
query_1	TRUE	3.906402987551538e-29	1984	7681	970	0.12628563989063923	0.4889112903225806	GO:0012501	GO:BP	programmed cell death	21031	4630		FALSE
query_1	TRUE	5.929021316547048e-29	1547	7681	784	0.10207004296315583	0.5067873303167421	GO:0016192	GO:BP	vesicle-mediated transport	21031	5229		FALSE
query_1	TRUE	1.0323548454271364e-28	1463	7681	747	0.09725296185392528	0.5105946684894054	GO:0051253	GO:BP	negative regulation of RNA metabolic process	21031	14048		FALSE
query_1	TRUE	1.3553076843567381e-28	1913	7681	938	0.12211951568806145	0.4903293256664924	GO:0006915	GO:BP	apoptotic process	21031	2593		FALSE
query_1	TRUE	1.7593757288456886e-28	1253	7681	655	0.08527535477151413	0.5227454110135674	GO:0045944	GO:BP	positive regulation of transcription by RNA polymerase II	21031	12135		FALSE
query_1	TRUE	2.6890144130996356e-28	1227	7681	643	0.08371305819554746	0.5240423797881011	GO:0050790	GO:BP	regulation of catalytic activity	21031	13688		FALSE
query_1	TRUE	2.9950573424509203e-28	895	7681	495	0.06444473375862518	0.553072625698324	GO:0000278	GO:BP	mitotic cell cycle	21031	77		FALSE
query_1	TRUE	7.139339127044993e-28	1276	7681	663	0.08631688582215857	0.5195924764890282	GO:0022402	GO:BP	cell cycle process	21031	6830		FALSE
query_1	TRUE	8.479026574992918e-28	533	7681	325	0.04231219893243067	0.6097560975609756	GO:0009896	GO:BP	positive regulation of catabolic process	21031	3794		FALSE
query_1	TRUE	1.4049679712285282e-27	1766	7681	872	0.11352688452024476	0.49377123442808607	GO:1902531	GO:BP	regulation of intracellular signal transduction	21031	22895		FALSE
query_1	TRUE	9.624966063629996e-27	2358	7681	1115	0.14516339018356986	0.47285835453774383	GO:0071702	GO:BP	organic substance transport	21031	17372		FALSE
query_1	TRUE	1.0640802485055849e-26	2637	7681	1229	0.16000520765525322	0.46605991657186197	GO:0010033	GO:BP	response to organic substance	21031	3883		FALSE
query_1	TRUE	6.164831633181777e-26	1340	7681	684	0.08905090483010025	0.5104477611940299	GO:0080134	GO:BP	regulation of response to stress	21031	18338		FALSE
query_1	TRUE	7.66066003924866e-26	1253	7681	646	0.08410363233953912	0.515562649640862	GO:0051247	GO:BP	positive regulation of protein metabolic process	21031	14042		FALSE
query_1	TRUE	1.7169433395737523e-25	325	7681	217	0.028251529748730634	0.6676923076923077	GO:0016236	GO:BP	macroautophagy	21031	5240		FALSE
query_1	TRUE	3.185703844037799e-25	324	7681	216	0.02812133836740008	0.6666666666666666	GO:0031647	GO:BP	regulation of protein stability	21031	7519		FALSE
query_1	TRUE	6.342445012961036e-25	439	7681	273	0.03554224710324177	0.621867881548975	GO:0034248	GO:BP	regulation of amide metabolic process	21031	8813		FALSE
query_1	TRUE	1.3753044599779784e-24	301	7681	203	0.02642885041010285	0.6744186046511628	GO:0048193	GO:BP	Golgi vesicle transport	21031	12993		FALSE
query_1	TRUE	4.277393166797195e-24	4350	7681	1897	0.24697305038406459	0.4360919540229885	GO:0006810	GO:BP	transport	21031	2519		FALSE
query_1	TRUE	5.37513233472732e-24	2571	7681	1189	0.154797552402031	0.46246596654998057	GO:0006796	GO:BP	phosphate-containing compound metabolic process	21031	2510		FALSE
query_1	TRUE	9.142723989167255e-24	2596	7681	1198	0.155969274834006	0.46147919876733434	GO:0006793	GO:BP	phosphorus metabolic process	21031	2507		FALSE
query_1	TRUE	1.6058364723330195e-23	965	7681	512	0.06665798724124462	0.5305699481865285	GO:0030097	GO:BP	hemopoiesis	21031	6912		FALSE
query_1	TRUE	2.1346954225938607e-23	745	7681	413	0.053769040489519596	0.5543624161073826	GO:1903047	GO:BP	mitotic cell cycle process	21031	23301		FALSE
query_1	TRUE	2.1647757357199334e-23	523	7681	310	0.04035932821247233	0.5927342256214149	GO:0022411	GO:BP	cellular component disassembly	21031	6839		FALSE
query_1	TRUE	2.5828647140640733e-23	8692	7681	3541	0.4610076812914985	0.40738610216290844	GO:0034641	GO:BP	cellular nitrogen compound metabolic process	21031	9002		FALSE
query_1	TRUE	3.187199974661284e-23	1347	7681	677	0.08813956516078636	0.5025983667409057	GO:1902679	GO:BP	negative regulation of RNA biosynthetic process	21031	22991		FALSE
query_1	TRUE	4.383038616597525e-23	640	7681	364	0.04738966280432235	0.56875	GO:0034660	GO:BP	ncRNA metabolic process	21031	9013		FALSE
query_1	TRUE	5.878580314695187e-23	1333	7681	670	0.08722822549147247	0.5026256564141035	GO:0045892	GO:BP	negative regulation of DNA-templated transcription	21031	12088		FALSE
query_1	TRUE	1.4397918064597328e-22	429	7681	263	0.034240333289936205	0.6130536130536131	GO:0016032	GO:BP	viral process	21031	5131		FALSE
query_1	TRUE	1.4893838835092075e-22	378	7681	238	0.03098554875667231	0.6296296296296297	GO:0006417	GO:BP	regulation of translation	21031	2198		FALSE
query_1	TRUE	2.510216394109042e-22	1229	7681	623	0.08110923056893633	0.5069161920260374	GO:0031399	GO:BP	regulation of protein modification process	21031	7414		FALSE
query_1	TRUE	3.662496520694164e-22	1184	7681	603	0.07850540294232522	0.5092905405405406	GO:0033365	GO:BP	protein localization to organelle	21031	8456		FALSE
query_1	TRUE	8.60035888696715e-22	247	7681	170	0.022132534826194507	0.6882591093117408	GO:1901873	GO:BP	regulation of post-translational protein modification	21031	22351		FALSE
query_1	TRUE	1.3100061633606674e-21	1971	7681	932	0.12133836740007811	0.4728564180618975	GO:0071310	GO:BP	cellular response to organic substance	21031	17066		FALSE
query_1	TRUE	1.6635673170427624e-21	334	7681	214	0.027860955604738967	0.6407185628742516	GO:0051169	GO:BP	nuclear transport	21031	13993		FALSE
query_1	TRUE	1.6635673170427624e-21	334	7681	214	0.027860955604738967	0.6407185628742516	GO:0006913	GO:BP	nucleocytoplasmic transport	21031	2591		FALSE
query_1	TRUE	2.0951079292508634e-21	2683	7681	1221	0.15896367660460878	0.45508758852031306	GO:0070887	GO:BP	cellular response to chemical stimulus	21031	16854		FALSE
query_1	TRUE	4.3593954713861675e-21	1506	7681	736	0.09582085665928916	0.48871181938911024	GO:0043067	GO:BP	regulation of programmed cell death	21031	10863		FALSE
query_1	TRUE	5.490949255419174e-21	783	7681	423	0.05507095430282515	0.5402298850574713	GO:0046649	GO:BP	lymphocyte activation	21031	12692		FALSE
query_1	TRUE	5.568946423229238e-21	242	7681	166	0.02161176930087228	0.6859504132231405	GO:1903320	GO:BP	regulation of protein modification by small protein conjugation or removal	21031	23493		FALSE
query_1	TRUE	2.997540074331594e-20	1512	7681	735	0.0956906652779586	0.4861111111111111	GO:0002682	GO:BP	regulation of immune system process	21031	1207		FALSE
query_1	TRUE	6.582788142179812e-20	400	7681	243	0.031636505663325085	0.6075	GO:0031400	GO:BP	negative regulation of protein modification process	21031	7415		FALSE
query_1	TRUE	6.592141732521755e-20	4881	7681	2076	0.27027730764223407	0.4253226797787339	GO:0051234	GO:BP	establishment of localization	21031	14032		FALSE
